Protein	Name	Phylum	Type
14_0929_12_30cm_scaffold_3669_16	Betaproteobacteria_Type III PKS_0	Betaproteobacteria	Type III PKS
14_0929_12_30cm_scaffold_3669_17	Betaproteobacteria_Type III PKS_0	Betaproteobacteria	Type III PKS
14_0929_12_30cm_scaffold_3669_18	Betaproteobacteria_Type III PKS_0	Betaproteobacteria	Type III PKS
14_0929_12_30cm_scaffold_3669_19	Betaproteobacteria_Type III PKS_0	Betaproteobacteria	Type III PKS
14_0929_12_30cm_scaffold_3669_20	Betaproteobacteria_Type III PKS_0	Betaproteobacteria	Type III PKS
14_0929_12_30cm_scaffold_3669_21	Betaproteobacteria_Type III PKS_0	Betaproteobacteria	Type III PKS
14_0929_12_30cm_scaffold_3669_22	Betaproteobacteria_Type III PKS_0	Betaproteobacteria	Type III PKS
14_0929_12_30cm_scaffold_2638_12	Rokubacteria_Bacteriocin_0	Rokubacteria	Bacteriocin
14_0929_12_30cm_scaffold_2638_13	Rokubacteria_Bacteriocin_0	Rokubacteria	Bacteriocin
14_0929_12_30cm_scaffold_2638_14	Rokubacteria_Bacteriocin_0	Rokubacteria	Bacteriocin
14_0929_12_30cm_scaffold_2638_15	Rokubacteria_Bacteriocin_0	Rokubacteria	Bacteriocin
14_0929_12_30cm_scaffold_2638_16	Rokubacteria_Bacteriocin_0	Rokubacteria	Bacteriocin
14_0929_12_30cm_scaffold_2638_17	Rokubacteria_Bacteriocin_0	Rokubacteria	Bacteriocin
14_0929_12_30cm_scaffold_2638_18	Rokubacteria_Bacteriocin_0	Rokubacteria	Bacteriocin
14_0929_12_30cm_scaffold_2638_19	Rokubacteria_Bacteriocin_0	Rokubacteria	Bacteriocin
14_0929_12_30cm_scaffold_2638_20	Rokubacteria_Bacteriocin_0	Rokubacteria	Bacteriocin
14_0929_12_30cm_scaffold_2638_21	Rokubacteria_Bacteriocin_0	Rokubacteria	Bacteriocin
14_0929_12_30cm_scaffold_159_1	Rokubacteria_Type III PKS_0	Rokubacteria	Type III PKS
14_0929_12_30cm_scaffold_159_2	Rokubacteria_Type III PKS_0	Rokubacteria	Type III PKS
14_0929_12_30cm_scaffold_159_3	Rokubacteria_Type III PKS_0	Rokubacteria	Type III PKS
14_0929_12_30cm_scaffold_159_4	Rokubacteria_Type III PKS_0	Rokubacteria	Type III PKS
14_0929_12_30cm_scaffold_159_5	Rokubacteria_Type III PKS_0	Rokubacteria	Type III PKS
14_0929_12_30cm_scaffold_159_6	Rokubacteria_Type III PKS_0	Rokubacteria	Type III PKS
14_0929_12_30cm_scaffold_159_7	Rokubacteria_Type III PKS_0	Rokubacteria	Type III PKS
14_0929_12_30cm_scaffold_159_8	Rokubacteria_Type III PKS_0	Rokubacteria	Type III PKS
14_0929_12_30cm_scaffold_159_9	Rokubacteria_Type III PKS_0	Rokubacteria	Type III PKS
14_0929_12_30cm_scaffold_159_10	Rokubacteria_Type III PKS_0	Rokubacteria	Type III PKS
14_0929_12_30cm_scaffold_159_11	Rokubacteria_Type III PKS_0	Rokubacteria	Type III PKS
14_0929_12_30cm_scaffold_159_12	Rokubacteria_Type III PKS_0	Rokubacteria	Type III PKS
14_0929_12_30cm_scaffold_159_13	Rokubacteria_Type III PKS_0	Rokubacteria	Type III PKS
14_0929_12_30cm_scaffold_159_14	Rokubacteria_Type III PKS_0	Rokubacteria	Type III PKS
14_0929_12_30cm_scaffold_159_15	Rokubacteria_Type III PKS_0	Rokubacteria	Type III PKS
14_0929_12_30cm_scaffold_159_16	Rokubacteria_Type III PKS_0	Rokubacteria	Type III PKS
14_0929_12_30cm_scaffold_159_17	Rokubacteria_Type III PKS_0	Rokubacteria	Type III PKS
14_0929_12_30cm_scaffold_159_18	Rokubacteria_Type III PKS_0	Rokubacteria	Type III PKS
14_0929_12_30cm_scaffold_159_19	Rokubacteria_Type III PKS_0	Rokubacteria	Type III PKS
14_0929_12_30cm_scaffold_159_20	Rokubacteria_Type III PKS_0	Rokubacteria	Type III PKS
14_0929_12_30cm_scaffold_159_21	Rokubacteria_Type III PKS_0	Rokubacteria	Type III PKS
14_0929_12_30cm_scaffold_159_22	Rokubacteria_Type III PKS_0	Rokubacteria	Type III PKS
14_0929_12_30cm_scaffold_159_23	Rokubacteria_Type III PKS_0	Rokubacteria	Type III PKS
14_0929_12_30cm_scaffold_159_24	Rokubacteria_Type III PKS_0	Rokubacteria	Type III PKS
14_0929_12_30cm_scaffold_159_25	Rokubacteria_Type III PKS_0	Rokubacteria	Type III PKS
14_0929_12_30cm_scaffold_159_26	Rokubacteria_Type III PKS_0	Rokubacteria	Type III PKS
14_0929_12_30cm_scaffold_159_27	Rokubacteria_Type III PKS_0	Rokubacteria	Type III PKS
14_0929_12_30cm_scaffold_159_28	Rokubacteria_Type III PKS_0	Rokubacteria	Type III PKS
14_0929_12_30cm_scaffold_159_29	Rokubacteria_Type III PKS_0	Rokubacteria	Type III PKS
14_0929_12_30cm_scaffold_159_30	Rokubacteria_Type III PKS_0	Rokubacteria	Type III PKS
14_0929_12_30cm_scaffold_159_31	Rokubacteria_Type III PKS_0	Rokubacteria	Type III PKS
14_0929_12_40cm_scaffold_1482_1	Betaproteobacteria_NRPS_0	Betaproteobacteria	NRPS
14_0929_12_40cm_scaffold_1482_2	Betaproteobacteria_NRPS_0	Betaproteobacteria	NRPS
14_0929_12_40cm_scaffold_1482_3	Betaproteobacteria_NRPS_0	Betaproteobacteria	NRPS
14_0929_12_40cm_scaffold_1482_4	Betaproteobacteria_NRPS_0	Betaproteobacteria	NRPS
14_0929_12_40cm_scaffold_1482_5	Betaproteobacteria_NRPS_0	Betaproteobacteria	NRPS
14_0929_12_40cm_scaffold_1482_6	Betaproteobacteria_NRPS_0	Betaproteobacteria	NRPS
14_0929_12_40cm_scaffold_1482_7	Betaproteobacteria_NRPS_0	Betaproteobacteria	NRPS
14_0929_12_40cm_scaffold_1482_8	Betaproteobacteria_NRPS_0	Betaproteobacteria	NRPS
14_0929_12_40cm_scaffold_1482_9	Betaproteobacteria_NRPS_0	Betaproteobacteria	NRPS
14_0929_12_40cm_scaffold_1482_10	Betaproteobacteria_NRPS_0	Betaproteobacteria	NRPS
14_0929_12_40cm_scaffold_1482_11	Betaproteobacteria_NRPS_0	Betaproteobacteria	NRPS
14_0929_12_40cm_scaffold_1482_12	Betaproteobacteria_NRPS_0	Betaproteobacteria	NRPS
14_0929_12_40cm_scaffold_1482_13	Betaproteobacteria_NRPS_0	Betaproteobacteria	NRPS
14_0929_12_40cm_scaffold_1482_14	Betaproteobacteria_NRPS_0	Betaproteobacteria	NRPS
14_0929_12_40cm_scaffold_1482_15	Betaproteobacteria_NRPS_0	Betaproteobacteria	NRPS
14_0929_12_40cm_scaffold_17258_1	Betaproteobacteria_Bacteriocin_0	Betaproteobacteria	Bacteriocin
14_0929_12_40cm_scaffold_17258_2	Betaproteobacteria_Bacteriocin_0	Betaproteobacteria	Bacteriocin
14_0929_12_40cm_scaffold_17258_3	Betaproteobacteria_Bacteriocin_0	Betaproteobacteria	Bacteriocin
14_0929_12_40cm_scaffold_17258_4	Betaproteobacteria_Bacteriocin_0	Betaproteobacteria	Bacteriocin
14_0929_12_40cm_scaffold_17258_5	Betaproteobacteria_Bacteriocin_0	Betaproteobacteria	Bacteriocin
14_0929_12_40cm_scaffold_17258_6	Betaproteobacteria_Bacteriocin_0	Betaproteobacteria	Bacteriocin
14_0929_12_40cm_scaffold_17258_7	Betaproteobacteria_Bacteriocin_0	Betaproteobacteria	Bacteriocin
14_0929_12_40cm_scaffold_17258_8	Betaproteobacteria_Bacteriocin_0	Betaproteobacteria	Bacteriocin
14_0929_12_40cm_scaffold_17258_9	Betaproteobacteria_Bacteriocin_0	Betaproteobacteria	Bacteriocin
14_0929_12_40cm_scaffold_17258_10	Betaproteobacteria_Bacteriocin_0	Betaproteobacteria	Bacteriocin
14_0929_12_40cm_scaffold_1222_15	Gemmatimonadetes_Bacteriocin_0	Gemmatimonadetes	Bacteriocin
14_0929_12_40cm_scaffold_1222_16	Gemmatimonadetes_Bacteriocin_0	Gemmatimonadetes	Bacteriocin
14_0929_12_40cm_scaffold_1222_17	Gemmatimonadetes_Bacteriocin_0	Gemmatimonadetes	Bacteriocin
14_0929_12_40cm_scaffold_1222_18	Gemmatimonadetes_Bacteriocin_0	Gemmatimonadetes	Bacteriocin
14_0929_12_40cm_scaffold_1222_19	Gemmatimonadetes_Bacteriocin_0	Gemmatimonadetes	Bacteriocin
14_0929_12_40cm_scaffold_1222_20	Gemmatimonadetes_Bacteriocin_0	Gemmatimonadetes	Bacteriocin
14_0929_12_40cm_scaffold_1222_21	Gemmatimonadetes_Bacteriocin_0	Gemmatimonadetes	Bacteriocin
14_0929_12_40cm_scaffold_1222_22	Gemmatimonadetes_Bacteriocin_0	Gemmatimonadetes	Bacteriocin
14_0929_12_40cm_scaffold_15552_9	Gemmatimonadetes_Bacteriocin_0	Gemmatimonadetes	Bacteriocin
14_0929_12_40cm_scaffold_15552_10	Gemmatimonadetes_Bacteriocin_0	Gemmatimonadetes	Bacteriocin
14_0929_12_40cm_scaffold_15552_11	Gemmatimonadetes_Bacteriocin_0	Gemmatimonadetes	Bacteriocin
14_0929_12_40cm_scaffold_15552_12	Gemmatimonadetes_Bacteriocin_0	Gemmatimonadetes	Bacteriocin
14_0929_12_40cm_scaffold_15552_13	Gemmatimonadetes_Bacteriocin_0	Gemmatimonadetes	Bacteriocin
14_0929_12_40cm_scaffold_15552_14	Gemmatimonadetes_Bacteriocin_0	Gemmatimonadetes	Bacteriocin
14_0929_12_40cm_scaffold_15552_15	Gemmatimonadetes_Bacteriocin_0	Gemmatimonadetes	Bacteriocin
14_0929_12_40cm_scaffold_15552_16	Gemmatimonadetes_Bacteriocin_0	Gemmatimonadetes	Bacteriocin
14_0929_12_40cm_scaffold_15552_17	Gemmatimonadetes_Bacteriocin_0	Gemmatimonadetes	Bacteriocin
14_0929_12_40cm_scaffold_1344_10	Rokubacteria_Bacteriocin_0	Rokubacteria	Bacteriocin
14_0929_12_40cm_scaffold_1344_11	Rokubacteria_Bacteriocin_0	Rokubacteria	Bacteriocin
14_0929_12_40cm_scaffold_1344_12	Rokubacteria_Bacteriocin_0	Rokubacteria	Bacteriocin
14_0929_12_40cm_scaffold_1344_13	Rokubacteria_Bacteriocin_0	Rokubacteria	Bacteriocin
14_0929_12_40cm_scaffold_1344_14	Rokubacteria_Bacteriocin_0	Rokubacteria	Bacteriocin
14_0929_12_40cm_scaffold_1344_15	Rokubacteria_Bacteriocin_0	Rokubacteria	Bacteriocin
14_0929_12_40cm_scaffold_1344_16	Rokubacteria_Bacteriocin_0	Rokubacteria	Bacteriocin
14_0929_12_40cm_scaffold_1344_17	Rokubacteria_Bacteriocin_0	Rokubacteria	Bacteriocin
14_0929_12_40cm_scaffold_1344_18	Rokubacteria_Bacteriocin_0	Rokubacteria	Bacteriocin
14_0929_12_40cm_scaffold_1344_19	Rokubacteria_Bacteriocin_0	Rokubacteria	Bacteriocin
14_0929_12_40cm_scaffold_1344_20	Rokubacteria_Bacteriocin_0	Rokubacteria	Bacteriocin
14_0929_12_40cm_scaffold_1344_21	Rokubacteria_Bacteriocin_0	Rokubacteria	Bacteriocin
14_0929_12_40cm_scaffold_1344_22	Rokubacteria_Bacteriocin_0	Rokubacteria	Bacteriocin
14_0929_12_40cm_scaffold_1344_23	Rokubacteria_Bacteriocin_0	Rokubacteria	Bacteriocin
14_0929_12_40cm_scaffold_1344_24	Rokubacteria_Bacteriocin_0	Rokubacteria	Bacteriocin
14_0929_12_40cm_scaffold_1344_25	Rokubacteria_Bacteriocin_0	Rokubacteria	Bacteriocin
14_0929_12_40cm_scaffold_1344_26	Rokubacteria_Bacteriocin_0	Rokubacteria	Bacteriocin
14_0929_12_40cm_scaffold_1344_27	Rokubacteria_Bacteriocin_0	Rokubacteria	Bacteriocin
14_0929_12_40cm_scaffold_1344_28	Rokubacteria_Bacteriocin_0	Rokubacteria	Bacteriocin
14_0929_12_40cm_scaffold_1344_29	Rokubacteria_Bacteriocin_0	Rokubacteria	Bacteriocin
14_0929_12_40cm_scaffold_1344_30	Rokubacteria_Bacteriocin_0	Rokubacteria	Bacteriocin
14_0929_12_40cm_scaffold_871_1	Rokubacteria_Type III PKS_0	Rokubacteria	Type III PKS
14_0929_12_40cm_scaffold_871_2	Rokubacteria_Type III PKS_0	Rokubacteria	Type III PKS
14_0929_12_40cm_scaffold_871_3	Rokubacteria_Type III PKS_0	Rokubacteria	Type III PKS
14_0929_12_40cm_scaffold_871_4	Rokubacteria_Type III PKS_0	Rokubacteria	Type III PKS
14_0929_12_40cm_scaffold_871_5	Rokubacteria_Type III PKS_0	Rokubacteria	Type III PKS
14_0929_12_40cm_scaffold_871_6	Rokubacteria_Type III PKS_0	Rokubacteria	Type III PKS
14_0929_12_40cm_scaffold_871_7	Rokubacteria_Type III PKS_0	Rokubacteria	Type III PKS
14_0929_12_40cm_scaffold_871_8	Rokubacteria_Type III PKS_0	Rokubacteria	Type III PKS
14_0929_12_40cm_scaffold_871_9	Rokubacteria_Type III PKS_0	Rokubacteria	Type III PKS
14_0929_12_40cm_scaffold_871_10	Rokubacteria_Type III PKS_0	Rokubacteria	Type III PKS
14_0929_12_40cm_scaffold_871_11	Rokubacteria_Type III PKS_0	Rokubacteria	Type III PKS
14_0929_12_40cm_scaffold_871_12	Rokubacteria_Type III PKS_0	Rokubacteria	Type III PKS
14_0929_12_40cm_scaffold_871_13	Rokubacteria_Type III PKS_0	Rokubacteria	Type III PKS
14_0929_12_40cm_scaffold_871_14	Rokubacteria_Type III PKS_0	Rokubacteria	Type III PKS
14_0929_12_40cm_scaffold_871_15	Rokubacteria_Type III PKS_0	Rokubacteria	Type III PKS
14_0929_12_40cm_scaffold_871_16	Rokubacteria_Type III PKS_0	Rokubacteria	Type III PKS
14_0929_12_40cm_scaffold_871_17	Rokubacteria_Type III PKS_0	Rokubacteria	Type III PKS
14_0929_12_40cm_scaffold_871_18	Rokubacteria_Type III PKS_0	Rokubacteria	Type III PKS
14_0929_12_40cm_scaffold_871_19	Rokubacteria_Type III PKS_0	Rokubacteria	Type III PKS
14_0929_12_40cm_scaffold_871_20	Rokubacteria_Type III PKS_0	Rokubacteria	Type III PKS
14_0929_12_40cm_scaffold_871_21	Rokubacteria_Type III PKS_0	Rokubacteria	Type III PKS
14_0929_12_40cm_scaffold_871_22	Rokubacteria_Type III PKS_0	Rokubacteria	Type III PKS
14_0929_12_40cm_scaffold_871_23	Rokubacteria_Type III PKS_0	Rokubacteria	Type III PKS
14_0929_12_40cm_scaffold_871_24	Rokubacteria_Type III PKS_0	Rokubacteria	Type III PKS
14_0929_12_40cm_scaffold_871_25	Rokubacteria_Type III PKS_0	Rokubacteria	Type III PKS
14_0929_12_40cm_scaffold_871_26	Rokubacteria_Type III PKS_0	Rokubacteria	Type III PKS
14_0929_12_40cm_scaffold_871_27	Rokubacteria_Type III PKS_0	Rokubacteria	Type III PKS
14_0929_12_40cm_scaffold_871_28	Rokubacteria_Type III PKS_0	Rokubacteria	Type III PKS
14_0929_12_40cm_scaffold_922_15	Rokubacteria_Lassopeptide_0	Rokubacteria	Lassopeptide
14_0929_12_40cm_scaffold_922_16	Rokubacteria_Lassopeptide_0	Rokubacteria	Lassopeptide
14_0929_12_40cm_scaffold_922_17	Rokubacteria_Lassopeptide_0	Rokubacteria	Lassopeptide
14_0929_12_40cm_scaffold_922_18	Rokubacteria_Lassopeptide_0	Rokubacteria	Lassopeptide
14_0929_12_40cm_scaffold_922_19	Rokubacteria_Lassopeptide_0	Rokubacteria	Lassopeptide
14_0929_12_40cm_scaffold_922_20	Rokubacteria_Lassopeptide_0	Rokubacteria	Lassopeptide
14_0929_12_40cm_scaffold_922_21	Rokubacteria_Lassopeptide_0	Rokubacteria	Lassopeptide
14_0929_12_40cm_scaffold_922_22	Rokubacteria_Lassopeptide_0	Rokubacteria	Lassopeptide
14_0929_12_40cm_scaffold_922_23	Rokubacteria_Lassopeptide_0	Rokubacteria	Lassopeptide
14_0929_12_40cm_scaffold_922_24	Rokubacteria_Lassopeptide_0	Rokubacteria	Lassopeptide
14_0929_12_40cm_scaffold_922_25	Rokubacteria_Lassopeptide_0	Rokubacteria	Lassopeptide
14_0929_12_40cm_scaffold_922_26	Rokubacteria_Lassopeptide_0	Rokubacteria	Lassopeptide
14_0929_12_40cm_scaffold_922_27	Rokubacteria_Lassopeptide_0	Rokubacteria	Lassopeptide
14_0929_12_40cm_scaffold_922_28	Rokubacteria_Lassopeptide_0	Rokubacteria	Lassopeptide
14_0929_12_40cm_scaffold_922_29	Rokubacteria_Lassopeptide_0	Rokubacteria	Lassopeptide
14_0929_12_40cm_scaffold_922_30	Rokubacteria_Lassopeptide_0	Rokubacteria	Lassopeptide
14_0929_12_40cm_scaffold_922_31	Rokubacteria_Lassopeptide_0	Rokubacteria	Lassopeptide
14_1009_02_20cm_scaffold_194_1	Acidobacteria_NRPS_0	Acidobacteria	NRPS
14_1009_02_20cm_scaffold_194_2	Acidobacteria_NRPS_0	Acidobacteria	NRPS
14_1009_02_20cm_scaffold_194_3	Acidobacteria_NRPS_0	Acidobacteria	NRPS
14_1009_02_20cm_scaffold_194_4	Acidobacteria_NRPS_0	Acidobacteria	NRPS
14_1009_02_20cm_scaffold_194_5	Acidobacteria_NRPS_0	Acidobacteria	NRPS
14_1009_02_20cm_scaffold_194_6	Acidobacteria_NRPS_0	Acidobacteria	NRPS
14_1009_02_20cm_scaffold_194_7	Acidobacteria_NRPS_0	Acidobacteria	NRPS
14_1009_02_20cm_scaffold_194_8	Acidobacteria_NRPS_0	Acidobacteria	NRPS
14_1009_02_20cm_scaffold_194_9	Acidobacteria_NRPS_0	Acidobacteria	NRPS
14_1009_02_20cm_scaffold_194_10	Acidobacteria_NRPS_0	Acidobacteria	NRPS
14_1009_02_20cm_scaffold_194_11	Acidobacteria_NRPS_0	Acidobacteria	NRPS
14_1009_02_20cm_scaffold_194_12	Acidobacteria_NRPS_0	Acidobacteria	NRPS
14_1009_02_20cm_scaffold_194_13	Acidobacteria_NRPS_0	Acidobacteria	NRPS
14_1009_02_20cm_scaffold_194_14	Acidobacteria_NRPS_0	Acidobacteria	NRPS
14_1009_02_20cm_scaffold_194_15	Acidobacteria_NRPS_0	Acidobacteria	NRPS
14_1009_02_20cm_scaffold_741_1	Myxococcales_Type III PKS_0	Myxococcales	Type III PKS
14_1009_02_20cm_scaffold_741_2	Myxococcales_Type III PKS_0	Myxococcales	Type III PKS
14_1009_02_20cm_scaffold_741_3	Myxococcales_Type III PKS_0	Myxococcales	Type III PKS
14_1009_02_20cm_scaffold_741_4	Myxococcales_Type III PKS_0	Myxococcales	Type III PKS
14_1009_02_20cm_scaffold_741_5	Myxococcales_Type III PKS_0	Myxococcales	Type III PKS
14_1009_02_20cm_scaffold_741_6	Myxococcales_Type III PKS_0	Myxococcales	Type III PKS
14_1009_02_20cm_scaffold_741_7	Myxococcales_Type III PKS_0	Myxococcales	Type III PKS
14_1009_02_20cm_scaffold_741_8	Myxococcales_Type III PKS_0	Myxococcales	Type III PKS
14_1009_02_20cm_scaffold_741_9	Myxococcales_Type III PKS_0	Myxococcales	Type III PKS
14_1009_02_20cm_scaffold_741_10	Myxococcales_Type III PKS_0	Myxococcales	Type III PKS
14_1009_02_20cm_scaffold_741_11	Myxococcales_Type III PKS_0	Myxococcales	Type III PKS
14_1009_02_20cm_scaffold_741_12	Myxococcales_Type III PKS_0	Myxococcales	Type III PKS
14_1009_02_20cm_scaffold_741_13	Myxococcales_Type III PKS_0	Myxococcales	Type III PKS
14_1009_02_20cm_scaffold_741_14	Myxococcales_Type III PKS_0	Myxococcales	Type III PKS
14_1009_02_20cm_scaffold_741_15	Myxococcales_Type III PKS_0	Myxococcales	Type III PKS
14_1009_02_20cm_scaffold_741_16	Myxococcales_Type III PKS_0	Myxococcales	Type III PKS
14_1009_02_20cm_scaffold_741_17	Myxococcales_Type III PKS_0	Myxococcales	Type III PKS
14_1009_02_20cm_scaffold_741_18	Myxococcales_Type III PKS_0	Myxococcales	Type III PKS
14_1009_02_20cm_scaffold_741_19	Myxococcales_Type III PKS_0	Myxococcales	Type III PKS
14_1009_02_20cm_scaffold_741_20	Myxococcales_Type III PKS_0	Myxococcales	Type III PKS
14_1009_02_20cm_scaffold_741_21	Myxococcales_Type III PKS_0	Myxococcales	Type III PKS
14_1009_02_20cm_scaffold_741_22	Myxococcales_Type III PKS_0	Myxococcales	Type III PKS
14_1009_02_20cm_scaffold_741_23	Myxococcales_Type III PKS_0	Myxococcales	Type III PKS
14_1009_02_20cm_scaffold_741_24	Myxococcales_Type III PKS_0	Myxococcales	Type III PKS
14_1009_02_30cm_scaffold_6755_1	ANG-CHLX_Type III PKS_0	ANG-CHLX	Type III PKS
14_1009_02_30cm_scaffold_6755_2	ANG-CHLX_Type III PKS_0	ANG-CHLX	Type III PKS
14_1009_02_30cm_scaffold_6755_3	ANG-CHLX_Type III PKS_0	ANG-CHLX	Type III PKS
14_1009_02_30cm_scaffold_6755_4	ANG-CHLX_Type III PKS_0	ANG-CHLX	Type III PKS
14_1009_02_30cm_scaffold_6755_5	ANG-CHLX_Type III PKS_0	ANG-CHLX	Type III PKS
14_1009_02_30cm_scaffold_6755_6	ANG-CHLX_Type III PKS_0	ANG-CHLX	Type III PKS
14_1009_02_30cm_scaffold_6755_7	ANG-CHLX_Type III PKS_0	ANG-CHLX	Type III PKS
14_1009_02_30cm_scaffold_6755_8	ANG-CHLX_Type III PKS_0	ANG-CHLX	Type III PKS
14_1009_02_30cm_scaffold_6755_9	ANG-CHLX_Type III PKS_0	ANG-CHLX	Type III PKS
14_1009_02_30cm_scaffold_6755_10	ANG-CHLX_Type III PKS_0	ANG-CHLX	Type III PKS
14_1009_02_30cm_scaffold_6755_11	ANG-CHLX_Type III PKS_0	ANG-CHLX	Type III PKS
14_1009_02_30cm_scaffold_6755_12	ANG-CHLX_Type III PKS_0	ANG-CHLX	Type III PKS
14_1009_02_30cm_scaffold_6755_13	ANG-CHLX_Type III PKS_0	ANG-CHLX	Type III PKS
14_1009_02_30cm_scaffold_6755_14	ANG-CHLX_Type III PKS_0	ANG-CHLX	Type III PKS
14_1009_02_30cm_scaffold_6755_15	ANG-CHLX_Type III PKS_0	ANG-CHLX	Type III PKS
14_1009_02_30cm_scaffold_661_1	Betaproteobacteria_NRPS_0	Betaproteobacteria	NRPS
14_1009_02_30cm_scaffold_661_2	Betaproteobacteria_NRPS_0	Betaproteobacteria	NRPS
14_1009_02_30cm_scaffold_661_3	Betaproteobacteria_NRPS_0	Betaproteobacteria	NRPS
14_1009_02_30cm_scaffold_661_4	Betaproteobacteria_NRPS_0	Betaproteobacteria	NRPS
14_1009_02_30cm_scaffold_661_5	Betaproteobacteria_NRPS_0	Betaproteobacteria	NRPS
14_1009_02_30cm_scaffold_661_6	Betaproteobacteria_NRPS_0	Betaproteobacteria	NRPS
14_1009_02_30cm_scaffold_661_7	Betaproteobacteria_NRPS_0	Betaproteobacteria	NRPS
14_1009_02_30cm_scaffold_661_8	Betaproteobacteria_NRPS_0	Betaproteobacteria	NRPS
14_1009_02_30cm_scaffold_661_9	Betaproteobacteria_NRPS_0	Betaproteobacteria	NRPS
14_1009_02_30cm_scaffold_661_10	Betaproteobacteria_NRPS_0	Betaproteobacteria	NRPS
14_1009_02_30cm_scaffold_661_11	Betaproteobacteria_NRPS_0	Betaproteobacteria	NRPS
14_1009_02_30cm_scaffold_661_12	Betaproteobacteria_NRPS_0	Betaproteobacteria	NRPS
14_1009_02_30cm_scaffold_661_13	Betaproteobacteria_NRPS_0	Betaproteobacteria	NRPS
14_1009_02_30cm_scaffold_661_14	Betaproteobacteria_NRPS_0	Betaproteobacteria	NRPS
14_1009_02_30cm_scaffold_661_15	Betaproteobacteria_NRPS_0	Betaproteobacteria	NRPS
14_1009_02_30cm_scaffold_7825_1	Betaproteobacteria_NRPS_0	Betaproteobacteria	NRPS
14_1009_02_30cm_scaffold_7825_2	Betaproteobacteria_NRPS_0	Betaproteobacteria	NRPS
14_1009_02_30cm_scaffold_7825_3	Betaproteobacteria_NRPS_0	Betaproteobacteria	NRPS
14_1009_02_30cm_scaffold_7825_4	Betaproteobacteria_NRPS_0	Betaproteobacteria	NRPS
14_1009_02_40cm_scaffold_2223_16	Acidobacteria_Lassopeptide_0	Acidobacteria	Lassopeptide
14_1009_02_40cm_scaffold_2223_17	Acidobacteria_Lassopeptide_0	Acidobacteria	Lassopeptide
14_1009_02_40cm_scaffold_2223_18	Acidobacteria_Lassopeptide_0	Acidobacteria	Lassopeptide
14_1009_02_40cm_scaffold_2223_19	Acidobacteria_Lassopeptide_0	Acidobacteria	Lassopeptide
14_1009_02_40cm_scaffold_2223_20	Acidobacteria_Lassopeptide_0	Acidobacteria	Lassopeptide
14_1009_02_40cm_scaffold_2223_21	Acidobacteria_Lassopeptide_0	Acidobacteria	Lassopeptide
14_1009_02_40cm_scaffold_2223_22	Acidobacteria_Lassopeptide_0	Acidobacteria	Lassopeptide
14_1009_02_40cm_scaffold_2223_23	Acidobacteria_Lassopeptide_0	Acidobacteria	Lassopeptide
14_1009_02_40cm_scaffold_2223_24	Acidobacteria_Lassopeptide_0	Acidobacteria	Lassopeptide
14_1009_02_40cm_scaffold_2223_25	Acidobacteria_Lassopeptide_0	Acidobacteria	Lassopeptide
14_1009_02_40cm_scaffold_2223_26	Acidobacteria_Lassopeptide_0	Acidobacteria	Lassopeptide
14_1009_02_40cm_scaffold_2223_27	Acidobacteria_Lassopeptide_0	Acidobacteria	Lassopeptide
14_1009_02_40cm_scaffold_2223_28	Acidobacteria_Lassopeptide_0	Acidobacteria	Lassopeptide
14_1009_02_40cm_scaffold_2223_29	Acidobacteria_Lassopeptide_0	Acidobacteria	Lassopeptide
14_1009_02_40cm_scaffold_2223_30	Acidobacteria_Lassopeptide_0	Acidobacteria	Lassopeptide
14_1009_02_40cm_scaffold_2223_31	Acidobacteria_Lassopeptide_0	Acidobacteria	Lassopeptide
14_1009_02_40cm_scaffold_2223_32	Acidobacteria_Lassopeptide_0	Acidobacteria	Lassopeptide
14_1009_02_40cm_scaffold_2223_33	Acidobacteria_Lassopeptide_0	Acidobacteria	Lassopeptide
14_1009_02_40cm_scaffold_2223_34	Acidobacteria_Lassopeptide_0	Acidobacteria	Lassopeptide
14_1009_02_40cm_scaffold_2223_35	Acidobacteria_Lassopeptide_0	Acidobacteria	Lassopeptide
14_1009_02_40cm_scaffold_2223_36	Acidobacteria_Lassopeptide_0	Acidobacteria	Lassopeptide
14_1009_02_40cm_scaffold_2223_37	Acidobacteria_Lassopeptide_0	Acidobacteria	Lassopeptide
14_1009_02_40cm_scaffold_2223_38	Acidobacteria_Lassopeptide_0	Acidobacteria	Lassopeptide
14_1009_02_40cm_scaffold_2223_39	Acidobacteria_Lassopeptide_0	Acidobacteria	Lassopeptide
14_1009_02_40cm_scaffold_2223_40	Acidobacteria_Lassopeptide_0	Acidobacteria	Lassopeptide
14_1009_02_40cm_scaffold_2223_41	Acidobacteria_Lassopeptide_0	Acidobacteria	Lassopeptide
14_1009_02_40cm_scaffold_2223_42	Acidobacteria_Lassopeptide_0	Acidobacteria	Lassopeptide
14_1009_02_40cm_scaffold_2223_43	Acidobacteria_Lassopeptide_0	Acidobacteria	Lassopeptide
14_1009_02_40cm_scaffold_2223_44	Acidobacteria_Lassopeptide_0	Acidobacteria	Lassopeptide
14_1009_02_40cm_scaffold_2223_45	Acidobacteria_Lassopeptide_0	Acidobacteria	Lassopeptide
14_1009_02_40cm_scaffold_2223_46	Acidobacteria_Lassopeptide_0	Acidobacteria	Lassopeptide
